event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,variable_family,lp_value,fractionality,selected_q,selected_bias,selected_biased,q_mean,q_std,q_min,q_max,q_top1_top2_margin,bias_mode,lambda_prim,primal_bound,dual_bound,gap,lp_iterations,nodes,graph_extract_time_seconds,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason,source_file,method,instance_id,prim_score,extract_time_seconds
65,131,32,433,341,1216,t_z_509_521_2,z,0.998,0.998,-29.366287231445312,1.0,-28.866287231445312,-32.38415252914605,4.058458143871038,-55.06435775756836,-29.366287231445312,0.027597427368164,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,19869,69,0.018282993,0.659190114,0.6777886539999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018282993
66,132,33,405,176,529,t_z_132_131_2,z,0.997,0.997,-29.183601379394528,1.0,-28.683601379394528,-32.44362988884066,3.956339766852396,-54.14034652709961,-29.183601379394528,0.2245979309082031,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,19951,70,0.0191390679999999,0.659141791,0.678576124,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0191390679999999
67,135,34,403,237,843,t_z_496_2_3,z,0.996,0.996,-29.38839530944824,1.0,-28.88839530944824,-32.43625994414904,3.9620914938642775,-54.124114990234375,-29.38839530944824,0.011484146118164,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,19951,71,0.018400592,0.6442223639999999,0.6629305309999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018400592
68,137,35,396,341,1353,t_z_529_521_2,z,0.999,0.999,-29.379665374755856,1.0,-28.879665374755856,-32.37526817032785,3.9430743370935426,-54.10333633422852,-29.379665374755856,0.0492305755615234,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,19951,72,0.018111987,0.651604783,0.6700127289999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018111987
69,139,36,395,268,959,t_z_508_507_1,z,0.9323888888888868,0.9323888888888868,-29.40889549255371,1.0,-28.90889549255371,-32.36351996313167,3.945392690369476,-54.08726501464844,-29.40889549255371,0.0315895080566406,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,19951,73,0.0181751419999999,0.6587818629999999,0.677249529,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0181751419999999
70,141,37,394,338,1339,t_z_495_285_3,z,0.5,0.5,-29.446563720703125,1.0,-28.946563720703125,-32.36937988106975,3.945194091888193,-54.07550048828125,-29.446563720703125,0.0433311462402343,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,19955,74,0.0185726379999999,0.576019312,0.5948884709999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0185726379999999
71,58,29,474,398,1279,t_z_525_524_1,z,0.9987999999999998,0.9987999999999998,-29.39798355102539,1.0,-28.89798355102539,-32.5774511707483,3.9880748289755754,-55.3771858215332,-29.39798355102539,0.1501426696777343,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,20133,75,0.018474923,0.658369755,0.677185927,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018474923
72,145,30,476,278,844,t_z_3_499_0,z,0.999,0.999,-29.42186546325684,1.0,-28.92186546325684,-32.585805664543344,3.975765514018652,-55.35208511352539,-29.42186546325684,0.1424198150634765,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,20162,76,0.019209229,0.6614254849999999,0.680995239,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.019209229
73,147,31,474,221,562,t_z_136_137_3,z,0.996,0.996,-29.54564476013184,1.0,-29.04564476013184,-32.57763574093203,3.981155177284532,-55.337196350097656,-29.54564476013184,0.0735054016113281,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,20162,77,0.018100392,0.640946601,0.6593883299999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018100392
74,149,32,471,212,538,t_z_132_133_3,z,0.9995,0.9995,-29.61197853088379,1.0,-29.11197853088379,-32.56793226659171,3.9826882096779057,-55.33553695678711,-29.61197853088379,0.0099143981933593,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,20169,78,0.018186534,0.6628795429999998,0.681408179,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018186534
75,151,33,469,401,1294,t_z_188_526_1,z,0.997,0.997,-29.619712829589844,1.0,-29.119712829589844,-32.5732722902603,3.987137439196601,-55.33087158203125,-29.619712829589844,0.0407028198242187,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,20170,79,0.018292955,0.662836639,0.681469035,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018292955
76,153,34,467,337,1083,t_z_516_515_3,z,0.998,0.998,-29.65849494934082,1.0,-29.15849494934082,-32.57882283637559,3.989507382518239,-55.32402801513672,-29.65849494934082,0.0042362213134765,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,20172,80,0.0178555949999999,0.653710443,0.671909492,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0178555949999999
77,155,35,466,427,1411,t_z_515_230_3,z,0.6627661654135338,0.6627661654135338,-29.577449798583984,1.0,-29.077449798583984,-32.578690627102176,3.9909499395253847,-55.320457458496094,-29.577449798583984,0.0837116241455078,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,20174,81,0.018170515,0.6583179639999999,0.6768327859999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018170515
78,55,27,455,223,595,t_z_152_133_3,z,0.7781777777777777,0.7781777777777777,-29.67435073852539,1.0,-29.17435073852539,-32.736889484950474,4.017454737168299,-55.43895721435546,-29.67435073852539,0.0406665802001953,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,20408,83,0.01872917,0.651895486,0.670959421,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.01872917
79,159,28,444,199,535,t_z_133_132_1,z,0.7607907458143075,0.7607907458143075,-29.724761962890625,1.0,-29.224761962890625,-32.680495790533115,3.9861050781365903,-55.214351654052734,-29.724761962890625,0.0257453918457031,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,20457,84,0.01919041,0.668353458,0.687866725,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.01919041
80,161,29,442,402,1411,t_z_515_230_3,z,0.8512675494672749,0.8512675494672749,-29.748786926269528,1.0,-29.248786926269528,-32.6861075189858,3.990560453502245,-55.21062469482422,-29.748786926269528,0.0108909606933593,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,20459,85,0.018310473,0.679896299,0.698531989,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018310473
81,163,30,449,203,547,t_z_135_134_3,z,0.999,0.999,-29.76487922668457,1.0,-29.26487922668457,-32.653880716166675,3.952806787891381,-55.12166213989258,-29.76487922668457,0.0116138458251953,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,20478,86,0.018620258,0.6136262829999999,0.632575474,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018620258
82,165,31,447,307,976,t_z_509_510_2,z,0.998,0.998,-29.76432037353516,1.0,-29.26432037353516,-32.651912591068005,3.9592407801103424,-55.11611557006836,-29.76432037353516,0.0542373657226562,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,20478,87,0.0186623679999999,0.692247543,0.7112375589999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0186623679999999
83,167,32,437,195,530,t_z_131_132_3,z,0.999,0.999,-29.8114070892334,1.0,-29.3114070892334,-32.65731844694718,3.985550818257552,-55.11100006103516,-29.8114070892334,0.0109004974365234,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,20479,88,0.0184936929999999,0.669844376,0.688657886,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0184936929999999
84,168,33,442,384,1339,t_z_495_285_3,z,0.5,0.5,-29.827533721923828,1.0,-29.327533721923828,-32.63830566837777,3.9590078135241225,-55.048606872558594,-29.827533721923828,0.0062408447265625,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,20489,89,0.018506858,0.6890430499999999,0.7078707589999998,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018506858
85,52,26,462,232,622,t_z_188_189_1,z,0.9985,0.9985,-30.417144775390625,1.0,-29.917144775390625,-33.42487658876361,3.953470750041888,-55.98122024536133,-30.417144775390625,0.0429821014404296,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,21419,90,0.019035913,0.663991611,0.6833650949999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.019035913
86,173,27,461,232,623,t_z_189_188_1,z,0.998,0.998,-30.380809783935547,1.0,-29.880809783935547,-33.41904258314286,3.9550620518795903,-55.97194290161133,-30.380809783935547,0.0686511993408203,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,21422,91,0.019160587,0.679124895,0.698628907,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.019160587
87,174,28,460,361,1216,t_z_509_521_2,z,0.998,0.998,-30.403263092041016,1.0,-29.903263092041016,-33.37657206576804,3.952853048637969,-55.8985595703125,-30.403263092041016,0.0175437927246093,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,21428,93,0.0184974619999999,0.681115797,0.699947682,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0184974619999999
88,176,29,464,404,1353,t_z_529_521_2,z,0.999,0.999,-30.407819747924805,1.0,-29.907819747924805,-33.38288218399574,3.893364362819911,-55.68650817871094,-30.407819747924805,0.0323963165283203,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,21466,94,0.0188023689999999,0.601231328,0.620371588,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0188023689999999
89,179,30,471,324,976,t_z_509_510_2,z,0.998,0.998,-30.44911766052246,1.0,-29.94911766052246,-33.33782735852932,3.843272722066071,-55.50817108154297,-30.44911766052246,0.0021114349365234,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,21484,95,0.0189647819999999,0.6911617089999998,0.710467195,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0189647819999999
90,181,31,461,387,1294,t_z_188_526_1,z,0.999,0.999,-30.44357681274414,1.0,-29.94357681274414,-33.34252861420141,3.86747309757192,-55.50299835205078,-30.44357681274414,0.0396957397460937,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,21485,96,0.019344684,0.6801612139999998,0.6998369479999998,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.019344684
91,183,32,459,203,529,t_z_132_131_2,z,0.7942148148148149,0.7942148148148149,-30.47125625610352,1.0,-29.97125625610352,-33.34269733470509,3.8723933366764633,-55.49743270874024,-30.47125625610352,0.0201778411865234,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,21485,97,0.019005297,0.68821894,0.707585038,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.019005297
92,48,24,464,311,961,t_z_508_507_2,z,0.9989999999999998,0.9989999999999998,-31.42606735229492,1.0,-30.92606735229492,-34.40045984037991,3.888645748597987,-56.68797302246094,-31.42606735229492,0.0497322082519531,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,22860,98,0.019077686,0.677645955,0.697064913,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.019077686
93,186,25,469,203,529,t_z_132_131_2,z,0.999,0.999,-31.37576675415039,1.0,-30.87576675415039,-34.3601181502027,3.8203664561442814,-56.59280014038086,-31.37576675415039,0.1096611022949218,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,22895,99,0.0193456489999999,0.665225055,0.6849082039999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0193456489999999
94,189,26,467,207,537,t_z_133_132_2,z,0.8336333333333334,0.8336333333333334,-31.463903427124023,1.0,-30.963903427124023,-34.34841856047734,3.8254792539066194,-56.57360076904297,-31.463903427124023,0.0380573272705078,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,22895,100,0.018787932,0.684416032,0.7035429509999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018787932
95,191,27,462,222,595,t_z_152_133_3,z,0.7781777777777777,0.7781777777777777,-31.413749694824215,1.0,-30.913749694824215,-34.34660314584707,3.825698010183932,-56.48812103271485,-31.413749694824215,0.0731086730957031,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,22897,101,0.019045744,0.6868925529999999,0.706226522,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.019045744
96,193,28,451,395,1353,t_z_529_521_2,z,0.8865014078110808,0.8865014078110808,-31.480234146118164,1.0,-30.980234146118164,-34.35961022979669,3.7980639059422656,-56.251567840576165,-31.480234146118164,0.056640625,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,22933,102,0.018996675,0.6679763539999999,0.6873028079999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018996675
97,195,29,449,201,535,t_z_133_132_1,z,0.6364779307707013,0.6364779307707013,-31.54413604736328,1.0,-31.04413604736328,-34.36593305507057,3.802285832106604,-56.25501251220703,-31.54413604736328,0.0013313293457031,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,22936,103,0.0190671209999999,0.684212849,0.70360748,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0190671209999999
98,197,30,460,367,1217,t_z_521_509_2,z,0.8221792174796746,0.8221792174796746,-31.56016540527344,1.0,-31.06016540527344,-34.310815263831095,3.7484482005113686,-56.13063049316406,-31.56016540527344,0.0004234313964843,z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,22952,104,0.018916517,0.688468292,0.707733194,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018916517
99,56,28,459,226,595,t_z_152_133_3,z,0.6672666666666665,0.6672666666666665,-35.61275100708008,1.0,-35.11275100708008,-38.60574265191238,3.8463248065389815,-60.21535873413086,-35.61275100708008,0.0454826354980468,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,28310,105,0.0185205249999999,0.591752979,0.6106095759999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0185205249999999
100,200,29,491,450,1411,t_z_515_230_3,z,0.8026940979208586,0.8026940979208586,-35.640926361083984,1.0,-35.140926361083984,-38.62887292772592,3.767778604243204,-60.12032318115234,-35.640926361083984,0.048187255859375,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,28362,106,0.018711083,0.673682733,0.692699218,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018711083
101,203,30,492,432,1339,t_z_495_285_3,z,0.5,0.5,-35.71091079711914,1.0,-35.21091079711914,-38.574921507176335,3.7417107169666144,-60.01375961303711,-35.71091079711914,0.0092964172363281,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,28405,107,0.01885484,0.6854494389999999,0.7046677959999998,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.01885484
102,205,31,491,220,538,t_z_132_133_3,z,0.999,0.999,-35.703025817871094,1.0,-35.203025817871094,-38.56267483899647,3.742082721572322,-59.992141723632805,-35.703025817871094,0.0340957641601562,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,28406,108,0.0187891089999999,0.617196688,0.636345322,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0187891089999999
103,207,32,490,227,562,t_z_136_137_3,z,0.7004184231069476,0.7004184231069476,-35.71731948852539,1.0,-35.21731948852539,-38.54844393048968,3.743645333287189,-59.971206665039055,-35.71731948852539,0.0109062194824218,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,28406,109,0.0186869799999999,0.69085337,0.7098967689999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0186869799999999
104,209,33,488,354,1083,t_z_516_515_3,z,0.998,0.998,-35.71539306640625,1.0,-35.21539306640625,-38.557067957080775,3.744556323706172,-59.95442581176758,-35.71539306640625,0.0110015869140625,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,28413,110,0.018656799,0.669954033,0.68896502,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018656799
105,211,34,487,299,859,t_z_500_499_3,z,0.6666666666666667,0.6666666666666667,-35.716827392578125,1.0,-35.216827392578125,-38.54934211433301,3.7454370052902295,-59.93658065795898,-35.716827392578125,0.0073394775390625,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,28419,111,0.018711312,0.6811484049999998,0.7002123279999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018711312
106,60,30,428,191,535,t_z_133_132_1,z,0.997,0.997,-45.37102508544922,1.0,-44.87102508544922,-48.147409207352965,3.4465670458438327,-67.86578369140625,-45.37102508544922,0.0770797729492187,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38488,112,0.0189209819999999,0.672913233,0.692147841,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0189209819999999
107,215,31,427,186,527,t_z_132_131_1,z,0.994,0.994,-45.41229248046875,1.0,-44.91229248046875,-48.13600250708694,3.4471819568087088,-67.84561920166016,-45.41229248046875,0.0197715759277343,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38490,113,0.0185475239999999,0.593571865,0.612440929,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0185475239999999
108,217,32,425,385,1411,t_z_515_230_3,z,0.9185696296296298,0.9185696296296298,-45.4227409362793,1.0,-44.9227409362793,-48.13475953046013,3.4508978745690446,-67.83209991455078,-45.4227409362793,0.0682640075683593,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38492,114,0.01867007,0.6818421639999999,0.700825581,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.01867007
109,219,33,424,280,956,t_z_507_508_0,z,0.998,0.998,-45.47842025756836,1.0,-44.97842025756836,-48.12814292367899,3.451775703854206,-67.81820678710938,-45.47842025756836,0.013946533203125,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38493,115,0.0192933729999999,0.592878489,0.6124832209999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0192933729999999
110,220,34,427,349,1250,t_z_152_505_3,z,0.8829533333333331,0.8829533333333331,-45.48794174194336,1.0,-44.98794174194336,-48.10537004135811,3.440158946955159,-67.80493927001953,-45.48794174194336,0.0586395263671875,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38501,116,0.0193469629999999,0.688434752,0.70810761,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0193469629999999
111,222,35,455,398,1339,t_z_495_285_3,z,0.5,0.5,-45.5535545349121,1.0,-45.0535545349121,-48.06988872486156,3.35781302814332,-67.89659118652344,-45.5535545349121,0.0024375915527343,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38556,117,0.01900021,0.689538304,0.7088659619999998,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.01900021
112,225,36,454,327,1082,t_z_515_516_3,z,0.9993333333333334,0.9993333333333334,-45.54505157470703,1.0,-45.04505157470703,-48.064186188618,3.3587778129402146,-67.88573455810547,-45.54505157470703,0.0143394470214843,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38557,118,0.0189193539999999,0.604075107,0.623325032,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0189193539999999
113,47,23,433,186,537,t_z_133_132_2,z,0.8238283307679155,0.8238283307679155,-45.682655334472656,1.0,-45.182655334472656,-48.38721292508942,3.507756317930657,-68.45938110351562,-45.682655334472656,0.0353775024414062,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38685,119,0.018865474,0.6870791069999999,0.7062718209999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018865474
114,229,24,427,199,595,t_z_152_133_3,z,0.7577592592592598,0.7577592592592598,-45.64674758911133,1.0,-45.14674758911133,-48.39235795353838,3.5131830152962262,-68.3827133178711,-45.64674758911133,0.0990982055664062,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38689,120,0.0190076599999999,0.672177929,0.691497562,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0190076599999999
115,231,25,410,177,535,t_z_133_132_1,z,0.823592857142858,0.823592857142858,-45.63743209838867,1.0,-45.13743209838867,-48.33665218818479,3.5134370918852524,-68.23751831054688,-45.63743209838867,0.0920028686523437,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38711,121,0.019097478,0.678648982,0.6980479499999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.019097478
116,233,26,408,172,527,t_z_132_131_1,z,0.823592857142858,0.823592857142858,-45.6927490234375,1.0,-45.1927490234375,-48.338472478529994,3.5171841313696763,-68.22708892822266,-45.6927490234375,0.0559844970703125,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38713,122,0.0187712389999999,0.689552225,0.708625739,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0187712389999999
117,235,27,407,345,1339,t_z_495_285_3,z,0.5,0.5,-45.74235916137695,1.0,-45.24235916137695,-48.33564741429884,3.5185520028585637,-68.21745300292969,-45.74235916137695,0.01446533203125,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38716,123,0.018776212,0.5991017619999999,0.618175235,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018776212
118,237,28,406,365,1411,t_z_515_230_3,z,0.7164940476190472,0.7164940476190472,-45.74869155883789,1.0,-45.24869155883789,-48.33077947494432,3.5197326420730333,-68.20624542236328,-45.74869155883789,0.0234603881835937,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38717,124,0.0185504909999999,0.68684602,0.70569408,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0185504909999999
119,238,29,406,346,1342,t_z_285_529_1,z,0.25,0.25,-45.786815643310554,1.0,-45.286815643310554,-48.328195449753935,3.51423443034,-68.18317413330078,-45.786815643310554,0.0017967224121093,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38738,125,0.018720341,0.664108235,0.683126281,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018720341
120,40,20,431,187,537,t_z_133_132_2,z,0.8293186222222221,0.8293186222222221,-45.89937973022461,1.0,-45.39937973022461,-48.34971669987017,3.289518963319072,-68.53385925292969,-45.89937973022461,0.0312614440917968,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38920,126,0.019371855,0.682477651,0.7021664619999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.019371855
121,243,21,425,200,595,t_z_152_133_3,z,0.7638172816728167,0.7638172816728167,-45.85951232910156,1.0,-45.35951232910156,-48.348312126608455,3.291499233854273,-68.45304870605469,-45.85951232910156,0.090118408203125,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38925,127,0.018949152,0.626574904,0.645833537,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.018949152
122,245,22,447,259,851,t_z_499_3_3,z,0.9986666666666664,0.9986666666666664,-45.94493103027344,1.0,-45.44493103027344,-48.322933342099454,3.1581918399922686,-68.28367614746094,-45.94493103027344,0.0524406433105468,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38987,128,0.019205586,0.623164072,0.6426985779999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.019205586
