event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,variable_family,lp_value,fractionality,selected_q,selected_bias,selected_biased,q_mean,q_std,q_min,q_max,q_top1_top2_margin,bias_mode,lambda_prim,primal_bound,dual_bound,gap,lp_iterations,nodes,graph_extract_time_seconds,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason,source_file,method,instance_id,prim_score,extract_time_seconds
123,246,23,452,373,1287,t_z_526_525_1,z,0.9983333333333334,0.9983333333333334,-46.04507064819336,1.0,-45.54507064819336,-48.38891460621252,3.1443281614775054,-68.28121948242188,-46.04507064819336,0.0121726989746093,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,39054,129,0.0191579849999999,0.67303919,0.692527365,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0191579849999999
124,249,24,453,190,501,t_z_93_92_0,z,0.9988333333333332,0.9988333333333332,-46.00415802001953,1.0,-45.50415802001953,-48.40338289711386,3.1549962716818998,-68.27823638916016,-46.00415802001953,0.052642822265625,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,39066,130,0.019591048,0.681299595,0.701215439,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.019591048
125,251,25,452,307,969,t_z_509_508_2,z,0.999,0.999,-46.051307678222656,1.0,-45.551307678222656,-48.404737565369736,3.1552311745137613,-68.27106475830078,-46.051307678222656,0.0057754516601562,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,39071,131,0.019235319,0.681901226,0.7014684319999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.019235319
126,253,26,443,355,1250,t_z_152_505_3,z,0.8685162615740749,0.8685162615740749,-46.03960418701172,1.0,-45.53960418701172,-48.397478150998495,3.16845737186387,-68.3261489868164,-46.03960418701172,0.0094642639160156,z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,39075,132,0.0194059419999999,0.666178035,0.685912315,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed0.branches.csv,z-bias,real_01,1.0,0.0194059419999999
0,1,0,733,598,1287,t_z_526_525_1,z,0.999,0.999,-25.088409423828125,1.0,-24.588409423828125,-26.6256690057856,1.107599689871252,-32.63037109375,-25.088409423828125,0.0063343048095703,z,0.5,1e+20,2.9341100000000035,1e+20,12769,1,0.023457525,0.695506538,0.7195333459999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.023457525
1,3,1,732,593,1279,t_z_525_524_1,z,0.998,0.998,-25.004045486450195,1.0,-24.504045486450195,-26.566628875628197,1.1854332101610776,-33.809547424316406,-25.004045486450195,0.0545272827148437,z,0.5,1e+20,2.9341100000000035,1e+20,12775,2,0.0231259119999999,0.6601547629999999,0.683815762,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0231259119999999
2,5,2,731,528,1161,t_z_504_127_2,z,0.999,0.999,-25.02779960632324,1.0,-24.52779960632324,-26.53438029830661,1.1772427861154915,-33.76521301269531,-25.02779960632324,0.0102119445800781,z,0.5,1e+20,2.9341100000000035,1e+20,12777,3,0.022466374,0.67028962,0.6932905649999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.022466374
3,7,3,730,277,591,t_z_152_133_1,z,0.9994523809523808,0.9994523809523808,-25.018966674804688,1.0,-24.518966674804688,-26.5110142407352,1.168224905075453,-33.72688293457031,-25.018966674804688,0.0052337646484375,z,0.5,1e+20,2.9341100000000035,1e+20,12779,4,0.0232844219999999,0.65101089,0.6748355209999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0232844219999999
4,9,4,728,660,1431,t_z_525_137_1,z,0.999,0.999,-25.00701904296875,1.0,-24.50701904296875,-26.493724629119203,1.158899098447232,-33.6910285949707,-25.00701904296875,0.0047798156738281,z,0.5,1e+20,2.9341100000000035,1e+20,12780,5,0.02367336,0.682408715,0.706619803,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.02367336
5,11,5,727,260,559,t_z_137_136_1,z,0.9986666666666664,0.9986666666666664,-24.951000213623047,1.0,-24.451000213623047,-26.483395391514083,1.148058220171275,-33.659393310546875,-24.951000213623047,0.0595550537109375,z,0.5,1e+20,2.9341100000000035,1e+20,12781,6,0.023494533,0.6719518599999998,0.695990239,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.023494533
6,13,6,725,508,1118,t_z_508_518_1,z,0.9986666666666668,0.9986666666666668,-25.019643783569336,1.0,-24.519643783569336,-26.484497617524244,1.137286875635759,-33.63504409790039,-25.019643783569336,0.005197525024414,z,0.5,1e+20,2.9341100000000035,1e+20,12783,7,0.0233052579999999,0.658018085,0.681869806,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0233052579999999
7,15,7,723,522,1159,t_z_504_127_1,z,0.9994285714285714,0.9994285714285714,-25.036306381225582,1.0,-24.536306381225582,-26.48759555420935,1.12670822911238,-33.610721588134766,-25.036306381225582,0.0008697509765625,z,0.5,1e+20,2.9341100000000035,1e+20,12784,8,0.0238459409999999,0.679601827,0.703982297,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0238459409999999
8,17,8,722,531,1182,t_z_507_512_1,z,0.999,0.999,-25.054521560668945,1.0,-24.554521560668945,-26.49222382416025,1.1151443075810454,-33.58439254760742,-25.054521560668945,0.0154132843017578,z,0.5,1e+20,2.9341100000000035,1e+20,12785,9,0.0237153249999999,0.632823776,0.657078208,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0237153249999999
9,19,9,717,492,1089,t_z_517_516_2,z,0.999,0.999,-25.093435287475582,1.0,-24.593435287475582,-26.498316614531408,1.1058686640142248,-33.56364822387695,-25.093435287475582,0.0004119873046875,z,0.5,1e+20,2.9341100000000035,1e+20,12791,10,0.023233573,0.6493595739999999,0.673122575,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.023233573
10,21,10,729,619,1327,t_z_495_230_1,z,0.9993888888888888,0.9993888888888888,-25.20007705688477,1.0,-24.70007705688477,-27.142806329190808,2.280398869114966,-46.64352035522461,-25.20007705688477,0.0200710296630859,z,0.5,1e+20,2.9341100000000035,1e+20,12907,11,0.025063399,0.686494708,0.712015825,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.025063399
11,23,11,728,441,967,t_z_509_508_1,z,0.9996666666666668,0.9996666666666668,-25.24178695678711,1.0,-24.74178695678711,-27.153980459485734,2.274498117804304,-46.624473571777344,-25.24178695678711,0.0159130096435546,z,0.5,1e+20,2.9341100000000035,1e+20,12911,12,0.02379153,0.697911383,0.7222485469999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.02379153
12,25,12,726,258,539,t_z_133_132_3,z,0.999,0.999,-25.279998779296875,1.0,-24.779998779296875,-27.162123582908272,2.2699677919176966,-46.60276794433594,-25.279998779296875,0.0013904571533203,z,0.5,1e+20,2.9341100000000035,1e+20,12915,13,0.024407547,0.685806298,0.710752597,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.024407547
13,27,13,725,263,551,t_z_136_135_1,z,0.996,0.996,-25.290281295776367,1.0,-24.790281295776367,-27.170114019985856,2.2647523208448552,-46.58295822143555,-25.290281295776367,0.033599853515625,z,0.5,1e+20,2.9341100000000035,1e+20,12917,14,0.0241127429999999,0.684099758,0.7087602379999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0241127429999999
14,29,14,723,377,851,t_z_499_3_3,z,0.9993333333333334,0.9993333333333334,-25.34731101989746,1.0,-24.84731101989746,-27.180685423221824,2.2608207357993924,-46.56597518920898,-25.34731101989746,0.0048885345458984,z,0.5,1e+20,2.9341100000000035,1e+20,12919,15,0.0237001309999999,0.678284926,0.7025385579999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0237001309999999
15,31,15,721,510,1127,t_z_518_413_1,z,0.997,0.997,-25.366649627685547,1.0,-24.866649627685547,-27.18653887353228,2.257180936815234,-46.54631042480469,-25.366649627685547,0.0080184936523437,z,0.5,1e+20,2.9341100000000035,1e+20,12920,16,0.023597494,0.6395351919999999,0.663675609,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.023597494
16,33,16,713,562,1247,t_z_505_152_1,z,0.9993888888888888,0.9993888888888888,-25.390281677246094,1.0,-24.890281677246094,-27.16278387553896,2.1835078007796223,-46.526721954345696,-25.390281677246094,0.0060882568359375,z,0.5,1e+20,2.9341100000000035,1e+20,12922,17,0.02435085,0.678765438,0.703642104,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.02435085
17,34,17,719,292,638,t_z_132_152_1,z,0.999,0.999,-25.39755630493164,1.0,-24.89755630493164,-27.25500042879532,2.270856142631572,-46.57582473754882,-25.39755630493164,0.0012550354003906,z,0.5,1e+20,2.9341100000000035,1e+20,13003,18,0.0239797409999999,0.6904834429999999,0.714994667,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0239797409999999
18,37,18,718,292,639,t_z_152_132_1,z,0.998,0.998,-25.280975341796875,1.0,-24.780975341796875,-27.258501934805956,2.2670286693279174,-46.5575065612793,-25.280975341796875,0.1612796783447265,z,0.5,1e+20,2.9341100000000035,1e+20,13004,19,0.0236240529999999,0.6876622089999999,0.7118195379999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0236240529999999
19,38,19,717,250,526,t_z_131_132_1,z,0.9989999999999998,0.9989999999999998,-25.415098190307617,1.0,-24.915098190307617,-27.26112903610932,2.2637728911841557,-46.54049682617188,-25.415098190307617,0.01043701171875,z,0.5,1e+20,2.9341100000000035,1e+20,13006,20,0.023517294,0.69416394,0.7182053729999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.023517294
20,41,20,714,250,527,t_z_132_131_1,z,0.998,0.998,-25.432661056518555,1.0,-24.932661056518555,-27.26734963051077,2.2614898609330765,-46.52318954467773,-25.432661056518555,0.0153732299804687,z,0.5,1e+20,2.9341100000000035,1e+20,13007,21,0.02332422,0.68965355,0.71350478,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.02332422
21,42,21,713,422,959,t_z_508_507_1,z,0.9985,0.9985,-25.39194869995117,1.0,-24.89194869995117,-27.224275209124592,2.260834925323685,-46.47715759277344,-25.39194869995117,0.0242919921875,z,0.5,1e+20,2.9341100000000035,1e+20,13020,23,0.023604013,0.677255283,0.701394248,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.023604013
22,45,22,711,637,1417,t_z_517_500_2,z,0.999,0.999,-25.420812606811523,1.0,-24.920812606811523,-27.222191634895765,2.2579043769422986,-46.461551666259766,-25.420812606811523,0.009561538696289,z,0.5,1e+20,2.9341100000000035,1e+20,13023,24,0.0237552549999999,0.656242612,0.68051969,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0237552549999999
23,47,23,709,637,1419,t_z_517_500_3,z,0.99875,0.99875,-25.442995071411133,1.0,-24.942995071411133,-27.22826769657969,2.255928054287332,-46.45138549804688,-25.442995071411133,0.0010604858398437,z,0.5,1e+20,2.9341100000000035,1e+20,13024,25,0.0235940229999999,0.695184189,0.7193071119999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0235940229999999
24,48,24,711,573,1283,t_z_525_524_3,z,0.999,0.999,-25.46564483642578,1.0,-24.96564483642578,-27.2424287272908,2.2518643870660497,-46.45098876953125,-25.46564483642578,0.0341148376464843,z,0.5,1e+20,2.9341100000000035,1e+20,13030,26,0.0234755139999999,0.6758243459999999,0.6998267249999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0234755139999999
25,50,25,711,605,1350,t_z_521_529_1,z,0.9985,0.9985,-25.511608123779297,1.0,-25.011608123779297,-27.248936311102117,2.249609495314371,-46.448486328125,-25.511608123779297,0.0068283081054687,z,0.5,1e+20,2.9341100000000035,1e+20,13033,27,0.02401651,0.681989006,0.7065321589999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.02401651
26,52,26,698,588,1343,t_z_529_285_1,z,0.998,0.998,-25.52301025390625,1.0,-25.02301025390625,-27.27255719575636,2.2915265643586817,-46.38176345825195,-25.52301025390625,0.0177440643310546,z,0.5,1e+20,2.9341100000000035,1e+20,13120,28,0.02328805,0.5975480699999999,0.621353354,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.02328805
27,54,27,697,591,1354,t_z_521_529_3,z,0.998,0.998,-25.55744361877441,1.0,-25.05744361877441,-27.27862212510841,2.2904990067207547,-46.38009262084961,-25.55744361877441,0.035287857055664,z,0.5,1e+20,2.9341100000000035,1e+20,13123,29,0.0238819689999999,0.685632754,0.710032434,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0238819689999999
28,57,28,698,571,1301,t_z_527_189_0,z,0.999,0.999,-25.599803924560547,1.0,-25.099803924560547,-27.282315019208585,2.2860989952721456,-46.3785514831543,-25.599803924560547,0.0009670257568359,z,0.5,1e+20,2.9341100000000035,1e+20,13126,30,0.023269172,0.630457574,0.654260375,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.023269172
29,58,29,699,528,1218,t_z_509_521_3,z,0.892590131524685,0.892590131524685,-25.55977439880371,1.0,-25.05977439880371,-27.278973493453258,2.250050785829945,-45.94384002685546,-25.55977439880371,0.0004253387451171,z,0.5,1e+20,2.9341100000000035,1e+20,13135,31,0.0235051899999999,0.6774831599999999,0.701510221,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0235051899999999
30,61,30,702,530,1219,t_z_521_509_3,z,0.9959999999999998,0.9959999999999998,-25.507776260375977,1.0,-25.007776260375977,-27.289542787774675,2.2371410044669644,-45.93684768676758,-25.507776260375977,0.1501197814941406,z,0.5,1e+20,2.9341100000000035,1e+20,13154,32,0.024546653,0.663016413,0.688082132,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.024546653
31,62,31,701,587,1335,t_z_495_285_1,z,0.999,0.999,-25.600336074829105,1.0,-25.100336074829105,-27.23944776374501,2.2364328152861037,-45.903026580810554,-25.600336074829105,0.0109710693359375,z,0.5,1e+20,2.9341100000000035,1e+20,13170,34,0.024154205,0.695284035,0.7199565239999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.024154205
32,65,32,700,352,835,t_z_496_1_3,z,0.9985,0.9985,-25.59930419921875,1.0,-25.09930419921875,-27.230033953530448,2.237466782877372,-45.89126968383789,-25.59930419921875,0.0176811218261718,z,0.5,1e+20,2.9341100000000035,1e+20,13170,35,0.0240277739999999,0.67678207,0.701339236,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0240277739999999
33,67,33,697,244,543,t_z_135_134_1,z,0.995,0.995,-25.630022048950195,1.0,-25.130022048950195,-27.240538278303323,2.2384792692576414,-45.88886260986328,-25.630022048950195,0.0007991790771484,z,0.5,1e+20,2.9341100000000035,1e+20,13172,36,0.0238389729999999,0.685901704,0.710259645,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.0238389729999999
34,69,34,689,607,1405,t_z_515_230_0,z,0.999,0.999,-25.64457321166992,1.0,-25.14457321166992,-27.23869503945848,2.2413161478483,-45.88617706298828,-25.64457321166992,0.0036582946777343,z,0.5,1e+20,2.9341100000000035,1e+20,13175,37,0.023688026,0.635585433,0.659793056,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.023688026
35,71,35,688,469,1101,t_z_497_94_0,z,0.927927298292703,0.927927298292703,-25.64069938659668,1.0,-25.14069938659668,-27.23363614914029,2.2428294966690308,-45.88304138183594,-25.64069938659668,0.0076045989990234,z,0.5,1e+20,2.9341100000000035,1e+20,13175,38,0.023834838,0.675662929,0.700010754,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__z-bias__seed1.branches.csv,z-bias,real_01,1.0,0.023834838
